polyid,fireid,cen_lon,cen_lat,acq_date_lst,area_sqkm,v_lct,f_lct,v_tree,v_herb,v_bare,v_regnum
41,44,-110.952766244686,33.8564353119065,2016-06-01,1.67296942527294,1,0.5,29.4310344827586,60.6896551724138,10.4310344827586,1
42,44,-110.909876910673,33.80769697669,2016-06-01,1.82114497271872,9,0.873015873015873,16.3650793650794,67.1904761904762,16.984126984127,1
43,44,-110.883429034891,33.8211477384028,2016-06-01,1.48257635122967,9,1,24.5625,60.6458333333333,15.3541666666667,1
44,44,-110.892748205208,33.8097841213672,2016-06-01,1.84038129543447,10,0.545454545454545,15.9393939393939,67.1212121212121,17.4242424242424,1
45,44,-110.895520429235,33.8216990578964,2016-06-01,1.54863761089325,9,1,24.1071428571429,61.5357142857143,14.9285714285714,1
46,44,-110.938392048105,33.8154345037007,2016-06-01,1.79345133201838,10,0.571428571428571,18.8412698412698,56.6190476190476,25.0952380952381,1
47,44,-110.937522277583,33.8259700339071,2016-06-01,1.70987128880024,9,0.813559322033898,30.7118644067797,54.3728813559322,15.4406779661017,1
48,44,-110.951828415859,33.8234035744475,2016-06-01,1.63923742270565,10,0.578947368421053,33.0175438596491,54.4561403508772,13.0526315789474,1
49,44,-110.929271954037,33.7954631084693,2016-06-01,1.46808945515513,10,0.886792452830189,17.2264150943396,57,26.3396226415094,1
50,44,-110.975049357316,33.8627650779375,2016-06-01,1.76672383884335,1,0.825396825396825,43.3333333333333,51.2380952380952,6.04761904761905,1
51,44,-110.917849000855,33.7970735608439,2016-06-01,2.02533905260497,9,0.513888888888889,18.7222222222222,62.8611111111111,18.9305555555556,1
52,44,-110.908470745142,33.8189715325121,2016-06-01,1.97454550212097,9,0.652173913043478,18.6521739130435,62.1159420289855,19.8550724637681,1
53,44,-110.94301247707,33.8472337174844,2016-06-01,1.74687616816163,9,0.625,28.046875,56.359375,16.234375,1
54,44,-110.960327810558,33.8636457890819,2016-06-01,1.31608902114218,8,0.522727272727273,33.7954545454545,61.3409090909091,5.43181818181818,1
55,44,-110.958370636357,33.8840605954586,2016-06-01,1.52879807405949,8,0.388888888888889,26.537037037037,63.8518518518519,10.1666666666667,1
56,44,-110.944020633651,33.8656096941731,2016-06-01,1.62002645955181,9,0.315789473684211,34.6315789473684,57.4035087719298,8.57894736842105,1
57,44,-110.964911586006,33.8734116300231,2016-06-01,1.58641375816441,6,0.527272727272727,30.8363636363636,60.1090909090909,9.54545454545454,1
58,44,-110.951168075126,33.8747124123149,2016-06-01,1.53450432564783,10,0.553571428571429,26.0535714285714,60.6607142857143,13.9464285714286,1
59,44,-110.901366448452,33.7983261579523,2016-06-01,1.91266305736303,10,0.735294117647059,14.3676470588235,68.4852941176471,17.6911764705882,1
60,44,-110.940749597739,33.8360174932192,2016-06-01,1.27484161833477,9,0.888888888888889,29.3111111111111,56.4,14.9111111111111,1
61,44,-110.953352943466,33.8348097773048,2016-06-01,1.30223412841034,8,0.630434782608696,38.1304347826087,56.3478260869565,6.02173913043478,1
62,44,-110.969288900769,33.8524364361637,2016-06-01,1.83095742331195,10,0.353846153846154,36.0923076923077,54.3230769230769,10.1538461538462,1
63,44,-110.92526400911,33.8125539424542,2016-06-01,2.87522331112242,9,0.909090909090909,20.9090909090909,62.0707070707071,17.5151515151515,1
64,44,-110.956659154213,33.8454562779318,2016-06-01,1.62154591470528,10,0.481481481481481,27.1481481481481,56.5925925925926,16.7037037037037,1
65,47,-111.406382618209,34.478568804249,2016-06-01,2.6025543213768,8,0.827956989247312,45.7741935483871,46.9569892473118,7.66666666666667,1
66,47,-111.418395303805,34.4737413102354,2016-06-01,1.6060374497841,8,0.966101694915254,45.1016949152542,47.4915254237288,7.93220338983051,1
67,47,-111.4180524027,34.4629553386767,2016-06-01,1.36432158923054,9,0.511111111111111,45.2222222222222,47.2222222222222,7.88888888888889,1
68,47,-111.430512625578,34.4699477226182,2016-06-01,1.56285430524302,8,0.888888888888889,43.5740740740741,49.0555555555556,7.96296296296296,1
69,47,-111.390076474223,34.4867056456128,2016-06-01,2.03255418949199,8,0.597014925373134,44.6716417910448,48.2985074626866,7.59701492537313,1
70,47,-111.39172413991,34.4760815798393,2016-06-01,1.72992233891296,8,0.709677419354839,48.258064516129,44.3870967741936,7.88709677419355,1
71,51,-111.207275976456,31.4311888362343,2016-06-01,1.70861166597986,7,1,10.3389830508475,56.8474576271186,33.3728813559322,1
72,51,-111.227699436044,31.4159405031168,2016-06-01,1.19753819179386,7,1,10.675,58.8,31.1,1
73,51,-111.203791800032,31.4195415154904,2016-06-01,1.45053878571171,7,0.94,6.56,50.58,43.4,1
74,51,-111.215708215842,31.4170580955395,2016-06-01,1.29861798987347,7,1,9.34883720930233,54.7906976744186,36.4651162790698,1
75,51,-111.218019847734,31.426526457626,2016-06-01,1.1630299794445,7,0.743589743589744,9.12820512820513,56.4615384615385,34.974358974359,1
76,51,-111.230764453784,31.4253984303179,2016-06-01,1.45923225222111,7,0.54,7.28,56.98,36.32,1
77,51,-111.242228777111,31.4341896684494,2016-06-01,1.42917522568071,7,1,7.68,57.06,35.82,1
78,51,-111.219364134117,31.4364925041197,2016-06-01,1.26346103471875,7,0.826086956521739,12.3695652173913,60.4782608695652,27.695652173913,1
79,51,-111.231478030823,31.4352502925846,2016-06-01,1.3095993583824,10,0.642857142857143,9.02380952380952,56.7142857142857,34.8333333333333,1
80,135,-122.204,43.8738,2016-06-01,1.00196683566189,1,1,63.4857142857143,14.3142857142857,22.6285714285714,1
81,57,-110.820506962741,29.431570740654,2016-06-01,1.82158784966087,10,0.852459016393443,2.98360655737705,57.0819672131148,40.4426229508197,2
82,57,-110.82156729782,29.4187939189037,2016-06-01,1.8613131157198,10,1,3.36065573770492,55.4426229508197,41.8196721311475,2
83,57,-110.799299685471,29.4166947575573,2016-06-01,1.26434332750034,10,0.955555555555556,3.24444444444444,55.6222222222222,41.6444444444444,2
84,57,-110.830835429744,29.4258844062417,2016-06-01,1.26054646450996,10,1,3.26829268292683,56.780487804878,40.609756097561,2
85,57,-110.807570802499,29.4232754413728,2016-06-01,2.38788817606258,10,0.886075949367089,3.15189873417722,56.6835443037975,40.8354430379747,2
86,63,-120.757225935579,42.4024241287532,2016-06-01,1.08216077169037,9,0.8,36.9,51.15,12.45,1
87,63,-120.760356257443,42.3877164328855,2016-06-01,1.22767423687744,9,0.826086956521739,42.7173913043478,46.9347826086956,10.8913043478261,1
88,63,-120.764403302774,42.3969109332678,2016-06-01,1.12681070218563,9,0.804347826086957,38.4565217391304,50.8913043478261,11.304347826087,1
89,63,-120.748050613655,42.3909982285893,2016-06-01,1.36285730844142,9,0.980769230769231,35.9423076923077,54.0384615384615,10.4423076923077,1
90,114,-111.586318083973,34.9606106853445,2016-06-01,1.53243358309174,9,0.701754385964912,31.0701754385965,58.8947368421053,10.5964912280702,1
91,114,-111.572982310518,34.9632573924198,2016-06-01,1.60748272696114,9,0.555555555555556,37.5740740740741,52.462962962963,10.4444444444444,1
92,114,-111.583262087545,34.9510116908797,2016-06-01,1.24974679995531,9,1,30.953488372093,58.8139534883721,10.7906976744186,1
93,114,-111.570900662367,34.9521865703162,2016-06-01,1.24806362667839,9,0.888888888888889,36.5555555555556,53.7333333333333,10.2888888888889,1
94,114,-111.626047251609,34.9974985304003,2016-06-01,1.24550302304459,8,0.659090909090909,37.8409090909091,51.3181818181818,11.4318181818182,1
95,114,-111.603088189633,34.979165791734,2016-06-01,1.53327378520203,9,0.981481481481482,35.3333333333333,55.9814814814815,9.2037037037037,1
96,114,-111.597932098455,34.9913941560981,2016-06-01,1.83380035858345,9,0.909090909090909,38.4393939393939,52.1666666666667,9.95454545454546,1
97,114,-111.611211578021,34.9882378896326,2016-06-01,1.58697818678522,9,0.678571428571429,32.8928571428571,56.4285714285714,11.2678571428571,1
98,114,-111.624116845972,34.9879316429748,2016-06-01,1.25751588676119,8,0.534883720930233,37.4651162790698,53.1395348837209,9.88372093023256,1
99,114,-111.612436646583,34.9987958800495,2016-06-01,1.47922170088947,9,1,40.5769230769231,49.4038461538462,10.5192307692308,1
100,114,-111.589312246639,34.9812291291808,2016-06-01,1.51994903438663,9,0.886792452830189,35.7924528301887,54.8301886792453,9.90566037735849,1
101,114,-111.599794115555,34.9677677244572,2016-06-01,1.61652030521917,8,0.689655172413793,29.1896551724138,57.7586206896552,13.6724137931034,1
102,114,-111.586403957078,34.9704915432329,2016-06-01,1.5376310670929,9,0.660714285714286,30.0535714285714,56.875,13.5357142857143,1
103,43,-120.611303529945,39.9300791443485,2016-06-01,1.07066145065689,10,0.463414634146341,27.1463414634146,57.219512195122,16.0487804878049,1
104,43,-120.610396080514,39.939120917625,2016-06-01,1.07060062800884,1,0.388888888888889,44.2777777777778,47.4166666666667,8.75,1
105,55,-110.85283004182,33.4171710984027,2016-06-01,1.26967888596535,16,0.645833333333333,0.333333333333333,10.6666666666667,89.375,1
106,55,-110.877912543689,33.4172678318961,2016-06-01,1.28442218778485,7,0.980392156862745,0.686274509803922,23.0588235294118,76.7254901960784,1
107,55,-110.865106550551,33.4179782671958,2016-06-01,1.55489008955097,16,0.636363636363636,0.018181818181818,7.87272727272727,92.4181818181818,1
108,78,-115.628332025571,32.6128968588433,2016-06-01,1.04625828569925,12,0.5,1.44117647058824,51.6764705882353,47.4705882352941,2
109,78,-115.617842381152,32.613918911741,2016-06-01,1.10920278948736,12,0.513513513513513,1.2972972972973,55.9189189189189,43.2972972972973,2
110,78,-115.619686537356,32.6229685709691,2016-06-01,1.08604487541491,12,1,0.315789473684211,63.2105263157895,36.9473684210526,2
111,128,-111.948668278105,35.5496704529718,2016-06-01,1.18960918470383,10,1,4.23255813953488,55.3023255813954,41.1162790697674,1
112,128,-111.936731671518,35.5506295493409,2016-06-01,1.18959602723914,10,1,4.37209302325581,54.2790697674419,41.953488372093,1
113,130,-119.482671433516,35.2756348150175,2016-06-01,1.17043840688705,7,1,0,15.0512820512821,85.3333333333333,1
114,130,-119.48072887725,35.2664652222837,2016-06-01,1.17049125336456,7,1,0,18.4878048780488,81.7560975609756,1
115,41,-121.066350031327,39.1177000014955,2016-06-01,1.56478970373726,8,1,36.4912280701754,60.3508771929825,3.66666666666667,1
116,46,-115.3088,32.4676,2016-06-01,0.999385532034397,13,1,1.33333333333333,46.7,52.6333333333333,2
117,62,-118.0186,46.9363,2016-06-01,1.00268616692925,10,0.65,1.425,68.55,30.55,1
118,67,-109.1199,28.4984,2016-06-01,0.99857465191412,9,0.833333333333333,11.1944444444444,64.1944444444444,25.2222222222222,2
119,69,-115.1723,30.456,2016-06-01,0.998966651340961,7,1,2.45714285714286,54.5142857142857,43.5714285714286,2
120,77,-115.4202,32.4686,2016-06-01,0.999385743990898,16,0.944444444444444,0,8.08333333333333,92.25,2
121,85,-111.5541,33.644,2016-06-01,0.999637242622376,7,0.971428571428571,0.542857142857143,43.8,56.2285714285714,1
122,132,-121.9941,39.6497,2016-06-01,1.00098257630634,12,0.595238095238095,12.0952380952381,77.0476190476191,11.2857142857143,1
123,136,-122.045,44.3487,2016-06-01,1.00207834051228,1,1,67.65,18.6,14.325,1
124,151,-118.0332,35.8633,2016-06-01,1.00012390462399,10,0.583333333333333,2.22222222222222,45.1111111111111,53.1111111111111,1
125,152,-110.940403074409,33.8466954457236,2016-06-02,1.36914848073626,9,0.530612244897959,28.6734693877551,55.7142857142857,16.2448979591837,1
126,152,-110.95130025489,33.8784211291757,2016-06-02,1.44496152094269,9,0.433962264150943,27.6792452830189,60.5283018867925,12.4716981132075,1
127,152,-110.98567490305,33.8678102212281,2016-06-02,2.24802291371107,1,0.5125,40.1,53.575,6.9125,1
128,152,-110.949305798412,33.8541345699033,2016-06-02,1.71839963724923,9,0.416666666666667,26.45,59.7666666666667,14.35,1
129,152,-110.972797789523,33.8575248064015,2016-06-02,2.07782892531729,1,0.647887323943662,40.9718309859155,52.4647887323944,7.15492957746479,1
130,152,-110.961654694417,33.8479179863561,2016-06-02,1.69759504588532,6,0.39344262295082,30.1147540983607,55.327868852459,15.0327868852459,1
131,152,-110.960991477128,33.8616873935032,2016-06-02,1.63727180040073,8,0.517241379310345,33.0689655172414,61.6206896551724,5.87931034482759,1
132,152,-110.965431598144,33.8747648527945,2016-06-02,1.55826508887535,6,0.563636363636364,29.1454545454545,59.9818181818182,11.4545454545455,1
133,152,-110.976674414327,33.8754032238888,2016-06-02,1.78200561962652,8,0.383333333333333,35.9166666666667,56.2,8.45,1
134,152,-110.948699882257,33.8387116594436,2016-06-02,2.03122287170506,9,0.616438356164384,31.5616438356164,56.7808219178082,12.1369863013699,1
135,152,-110.976056481972,33.8866375715502,2016-06-02,1.4502824753294,8,0.886792452830189,38.8867924528302,53.9056603773585,7.77358490566038,1
136,152,-110.960289625928,33.8852699664386,2016-06-02,1.49550931020319,1,0.345454545454545,27.7636363636364,62.4363636363636,10.3454545454545,1
137,153,-111.208064384951,31.430632115022,2016-06-02,1.79525731709623,7,1,10.3333333333333,57.1111111111111,33.0634920634921,1
138,153,-111.207794637495,31.3976903776976,2016-06-02,1.13545368734312,7,0.947368421052632,14.3157894736842,60.4473684210526,25.8684210526316,1
139,153,-111.237393982762,31.3905348768273,2016-06-02,2.15308929902267,10,0.546666666666667,7.13333333333333,55.48,37.9866666666667,2
139,153,-111.237393982762,31.3905348768273,2016-06-02,2.15308929902267,10,0.546666666666667,7.13333333333333,55.48,37.9866666666667,1
140,153,-111.228015803276,31.4620569969455,2016-06-02,1.20855692447126,7,1,13.0952380952381,54.6904761904762,32.8809523809524,1
141,153,-111.221687301633,31.4359814653126,2016-06-02,1.78993127820206,7,0.688524590163934,11.6885245901639,59.9016393442623,28.9508196721311,1
142,153,-111.215986016461,31.4445868662887,2016-06-02,1.36070686317356,7,1,10.6739130434783,53.3260869565217,36.6086956521739,1
143,153,-111.203364744732,31.4424929777858,2016-06-02,1.68173822282422,7,1,8.94736842105263,53.9824561403509,37.6491228070175,1
144,153,-111.201565493013,31.4553306026508,2016-06-02,1.49003140621281,7,1,8.24,49.52,42.74,1
145,153,-111.213654602515,31.4540675047999,2016-06-02,1.33512714755583,7,1,9.04347826086956,50.6739130434783,40.7173913043478,1
146,153,-111.216416618836,31.4639366602793,2016-06-02,1.34672704818392,7,1,8.24444444444444,51.4,40.8,1
147,153,-111.19746116267,31.4225824747628,2016-06-02,1.7728891067276,7,1,9.75806451612903,53.9677419354839,36.8870967741936,1
148,153,-111.217001740662,31.4094228865561,2016-06-02,1.35816763007307,7,1,9.82222222222222,58.5111111111111,32.3333333333333,1
149,153,-111.216157586797,31.4217709888816,2016-06-02,1.96667512606907,7,0.850746268656716,8.59701492537313,54.3432835820896,37.5373134328358,1
150,153,-111.20598599733,31.4070071885992,2016-06-02,1.15059132799944,7,0.707317073170732,12.609756097561,59.1951219512195,28.8048780487805,1
151,153,-111.22236516844,31.3974987732998,2016-06-02,2.23046741468143,7,1,10.2179487179487,59.8333333333333,30.5512820512821,2
151,153,-111.22236516844,31.3974987732998,2016-06-02,2.23046741468143,7,1,10.2179487179487,59.8333333333333,30.5512820512821,1
152,153,-111.204308198978,31.4655555730995,2016-06-02,1.23058491583323,7,1,10.3809523809524,53.3095238095238,36.8095238095238,1
153,153,-111.233555607866,31.4397464397772,2016-06-02,2.22006071277559,7,0.756756756756757,10.9054054054054,57.0405405405405,32.5540540540541,1
154,153,-111.189974543967,31.4469204669142,2016-06-02,1.90016095290065,7,1,9.30434782608696,51.768115942029,39.4927536231884,1
155,153,-111.19163635069,31.4329152214853,2016-06-02,2.00212408708096,7,1,10.375,57.453125,32.640625,1
156,154,-110.920467916603,33.7941067001733,2016-06-02,1.14836651409733,10,0.58974358974359,16.5384615384615,60.5384615384615,23.5384615384615,1
157,154,-110.877061546007,33.8230085350078,2016-06-02,1.11091244617701,9,1,21.4473684210526,65.6315789473684,13.5263157894737,1
158,154,-110.954096335824,33.8145945773864,2016-06-02,1.12519622149431,9,0.975,21.925,58.2,20.45,1
159,154,-110.945352793221,33.8250963291125,2016-06-02,1.11587816291535,10,0.395348837209302,35.6279069767442,53.9302325581395,10.953488372093,1
160,154,-110.900421541449,33.8385103666659,2016-06-02,1.1856407411871,9,0.931818181818182,21.9090909090909,54.0909090909091,24.5681818181818,1
161,154,-110.905152633773,33.8277190320324,2016-06-02,1.54900752267838,9,0.851851851851852,29.4814814814815,59.2407407407407,12.037037037037,1
162,154,-110.89511876559,33.8277610844452,2016-06-02,0.921498203303337,9,1,24.4242424242424,60.9090909090909,15.2727272727273,1
163,154,-110.934134252134,33.8008327481411,2016-06-02,1.00540310878982,10,0.885714285714286,14.0857142857143,62.4857142857143,24.0285714285714,1
164,154,-110.922220540908,33.8027210672997,2016-06-02,0.982810477862,9,0.882352941176471,23.4411764705882,62.8235294117647,14.2352941176471,1
165,154,-110.886397742225,33.7992871342232,2016-06-02,1.14375201207296,9,0.972972972972973,19.1891891891892,69.2162162162162,12.1891891891892,1
166,154,-110.897557801225,33.7974065528373,2016-06-02,1.16760047150779,10,0.682926829268293,15.8780487804878,66.8292682926829,17.8292682926829,1
167,154,-110.908889923124,33.7955716935401,2016-06-02,1.1889930494113,10,0.714285714285714,14.7619047619048,68.0714285714286,17.7380952380952,1
168,154,-110.899178388137,33.8066754343116,2016-06-02,0.999142301222622,10,0.783783783783784,11.6486486486486,71.8648648648649,16.9459459459459,1
169,154,-110.888528224413,33.8082047149126,2016-06-02,0.955004328626156,10,0.65625,15.625,63.9375,20.875,1
170,154,-110.910663249867,33.8045792494248,2016-06-02,0.962213918648899,9,0.911764705882353,18.7352941176471,66.1176470588235,15.6176470588235,1
171,154,-110.884402482266,33.8163233818582,2016-06-02,0.808651349809647,9,1,23.5483870967742,61.1290322580645,15.9032258064516,1
172,154,-110.877025879123,33.8104245339152,2016-06-02,1.1185598401463,10,0.560975609756098,22.390243902439,59.0243902439024,19.2682926829268,1
173,154,-110.906454766525,33.8148961128874,2016-06-02,1.3544600477066,9,0.553191489361702,14.6382978723404,64.2340425531915,21.6595744680851,1
174,154,-110.917639480935,33.8113527214697,2016-06-02,0.973923175375462,9,0.882352941176471,20.4117647058824,63.0882352941176,17.1176470588235,1
175,154,-110.929253389327,33.8094027517771,2016-06-02,0.974685886136055,9,0.971428571428571,17,63.8571428571429,19.6857142857143,1
176,154,-110.886171585681,33.82552132479,2016-06-02,0.924649596307278,9,0.909090909090909,26.4545454545455,57.8484848484849,16.3030303030303,1
177,154,-110.918423678973,33.8211398645352,2016-06-02,1.65950532074904,9,0.813559322033898,23.7457627118644,60.2881355932203,16.4915254237288,1
178,154,-110.931631443992,33.8183073554844,2016-06-02,1.20292305894525,9,0.634146341463415,26.0243902439024,56.5121951219512,17.9756097560976,1
179,154,-110.941436912381,33.8067403169715,2016-06-02,1.16940963961601,9,0.658536585365854,17.609756097561,58.6829268292683,24.1219512195122,1
180,154,-110.9429542932,33.8162291957139,2016-06-02,1.12762090723038,10,0.564102564102564,17.1282051282051,55.3333333333333,28.0769230769231,1
181,154,-110.888273410568,33.8359375393138,2016-06-02,1.30794955761147,9,0.617021276595745,18.468085106383,59.3191489361702,22.8297872340426,1
182,154,-110.895368548271,33.8171465577228,2016-06-02,1.18729368085337,9,0.973684210526316,20.8684210526316,64.4210526315789,15.2894736842105,1
183,171,-109.126208056777,28.4895607070273,2016-06-02,1.4883990097084,10,0.5,6.39583333333333,71.875,22.3125,2
184,171,-109.113075020712,28.492968346648,2016-06-02,1.92961994079971,9,0.6875,6.515625,73.703125,20.28125,2
185,171,-109.11350296497,28.5049673589194,2016-06-02,1.48900086976576,9,1,18.2692307692308,57.4230769230769,25,2
186,171,-109.099899227776,28.4910297868584,2016-06-02,1.35351418583894,9,0.604651162790698,7.11627906976744,70.8372093023256,22.7209302325581,2
187,177,-111.581983494226,34.9259489762988,2016-06-02,1.17495460492504,10,0.675,19.625,55.625,25.075,1
188,177,-111.586081223259,34.9532822685329,2016-06-02,1.08779214287376,9,1,30.85,57.75,12.075,1
189,177,-111.586444833848,34.9440748880651,2016-06-02,1.10787041968727,9,0.694444444444444,30.75,60.5,9.44444444444444,1
190,177,-111.584360366702,34.9618591576443,2016-06-02,1.08584077930069,9,0.731707317073171,31.7317073170732,57.5853658536585,11.2439024390244,1
191,177,-111.570270356858,34.9276135038857,2016-06-02,1.18837716726637,9,0.682926829268293,28.8048780487805,60.0975609756098,11.8048780487805,1
192,177,-111.572416340371,34.9369510314723,2016-06-02,1.17479702737168,9,0.878048780487805,33.6341463414634,56.4146341463415,10.390243902439,1
193,177,-111.584446629387,34.9351195374145,2016-06-02,1.21256553198338,9,0.613636363636364,26.0227272727273,58.0454545454545,16.4545454545455,1
194,179,-111.912276541222,35.5644058286041,2016-06-02,1.79600754797435,10,1,7.41935483870968,64.0806451612903,29.0645161290323,1
195,179,-111.941433681242,35.5604436558721,2016-06-02,1.14740876060677,10,1,9.34883720930233,57.5116279069767,33.7674418604651,1
196,179,-111.928165725741,35.558155543613,2016-06-02,1.4796003240478,10,1,7.82692307692308,61.8076923076923,31,1
197,179,-111.925973710871,35.5676002237301,2016-06-02,1.45773516572833,10,1,5.36538461538461,59.7115384615385,35.4230769230769,1
198,179,-111.941939101885,35.551458643048,2016-06-02,1.16849317284584,10,1,5.40909090909091,56.3863636363636,38.8181818181818,1
199,179,-111.939112866,35.5691835050564,2016-06-02,1.09792749752331,10,1,7.36842105263158,58.2894736842105,34.9210526315789,1
200,180,-111.371829147178,34.762703599177,2016-06-02,1.05533793021348,9,0.763157894736842,24.7105263157895,56.4736842105263,19.2894736842105,1
201,180,-111.37671684903,34.7454157943365,2016-06-02,1.25219916405201,9,0.725,32.7,56.675,11.2,1
202,180,-111.382456439208,34.7631006984229,2016-06-02,1.05672707120371,8,0.694444444444444,32.4722222222222,55.3333333333333,12.7222222222222,1
203,180,-111.37641605718,34.7542532450393,2016-06-02,1.25896129365492,9,0.808510638297872,24.6808510638298,57.6382978723404,18.2340425531915,1
204,180,-111.389774077067,34.7502106562495,2016-06-02,1.96261489372897,9,0.614285714285714,33.1857142857143,56.3714285714286,11.0571428571429,1
