longi,lat,polyid,fireid,jd,lct,genLC,pcttree,pctherb,pctbare,area,bmass,CO,NOx,NO,NO2,NH3,SO2,NMOC,PM25,PM10,OC,BC
-109.0645065308,30.3196716309,2403,3121,170,9,1,19.5128211975,61.2820510864,19.8205127716,924991.375,0.3309681416,19286.98828125,1193.9565429688,661.2682495117,985.7794189453,171.4399108887,275.5284118652,8633.2236328125,2195.04296875,2204.2272949219,795.9709472656,113.2727890015
-109.066734314,30.330034256,2404,3121,170,9,1,11.8510637283,58.8510627747,29.7872333527,1014024.625,0.2896242142,18502.224609375,1145.3757324219,634.3619384766,945.6691894531,164.4642181396,264.3174743652,8281.9482421875,2105.7292480469,2114.5397949219,763.5838012695,108.6638565063
-109.0562286377,30.3042411804,2405,3121,170,9,1,15.7777776718,59.2222213745,25.6388893127,779358.1875,0.3072300255,15084.8603515625,933.8247680664,517.1952514648,771.0040893555,134.0876617432,215.4980163574,6752.271484375,1716.8009033203,1723.9841308594,622.5498046875,88.5936279297
-109.0515289307,30.3117408752,2406,3121,170,9,1,20.3783779144,59.5135116577,20.702703476,854937.25,0.3272691369,17627.05859375,1091.1988525391,604.3563232422,900.9385375977,156.684967041,251.8151092529,7890.2075195313,2006.1270751953,2014.5208740234,727.4658813477,103.5239944458
-109.0636520386,30.3101215363,2407,3121,170,9,1,17.5641021729,59.8461532593,23.3333339691,898484.25,0.3171033561,17949.48046875,1111.158203125,615.4107666016,917.4177856445,159.5509338379,256.4211120605,8034.5288085938,2042.8216552734,2051.3688964844,740.7720947266,105.4175872803
-109.075920105,30.3183689117,2408,3121,170,9,1,28.317073822,60.4390258789,11.8780488968,1023134.875,0.3635804951,23435.48828125,1450.7684326172,803.5025634766,1197.8138427734,208.3154754639,334.7926940918,10490.1708984375,2667.181640625,2678.3415527344,967.1788330078,137.6369934082
-111.5432434082,31.7289142609,2409,3126,170,10,1,5.0999999046,44.7750015259,50.875,587120,0.6842849851,25310.716796875,1566.8538818359,867.7960205078,1293.6586914063,224.9841461182,361.5816650391,11329.55859375,2880.6008300781,2892.6533203125,1044.5692138672,148.6502532959
-111.5675811768,31.7423191071,2410,3126,170,10,1,8.612244606,56.591835022,35.3469390869,966828.8125,0.8945999742,54490.27734375,3373.2077636719,1868.23828125,2785.05859375,484.358001709,778.4325561523,24390.888671875,6201.5126953125,6227.4604492188,2248.8049316406,320.0222473145
-111.5945968628,31.7218551636,2411,3126,170,7,2,15.6052627563,58.2631568909,26.5789470673,788836.75,0.5936067104,31373.33984375,1706.8032226563,360.5592956543,1208.1076660156,561.9105834961,318.4159545898,11612.8173828125,3324.6374511719,5338.1499023438,1732.5574951172,613.4190063477
-111.58177948,31.7237873077,2412,3126,170,10,1,8.7878789902,56.0909080505,35.7424240112,1228328.25,0.8901369572,68882.9609375,4264.18359375,2361.7016601563,3520.6848144531,612.2930297852,984.0422973633,30833.326171875,7839.5375976563,7872.3383789063,2842.7888183594,404.5507507324
-111.5555801392,31.7374343872,2413,3126,170,10,1,5.5438594818,52.3333320618,42.80701828,907273.125,0.7940750718,45387.90625,2809.7277832031,1556.1568603516,2319.8264160156,403.448059082,648.3986816406,20316.4921875,5165.5766601563,5187.189453125,1873.1516113281,266.5639038086
-111.5579299927,31.7269611359,2414,3126,170,10,1,5.7666668892,48.5999984741,46.2000007629,986732.3125,0.7459106445,46368.890625,2870.455078125,1589.7906494141,2369.9655761719,412.1679382324,662.4126586914,20755.599609375,5277.2216796875,5299.3012695313,1913.63671875,272.3252563477
-111.5733413696,31.7327270508,2415,3126,170,7,2,8.820224762,54.6853942871,37.0786514282,1632079.875,0.5103312135,55804.38671875,3035.9252929688,641.333984375,2148.8852539063,999.4815673828,566.3729248047,20655.951171875,5913.5991210938,9495.0751953125,3081.7348632813,1091.1005859375
-111.5941390991,31.7683906555,2416,3131,170,7,2,12.7872343063,54.6808509827,33.21276474,1000341.25,0.5421735048,36338.01953125,1976.8967285156,417.6160583496,1399.2849121094,650.8302612305,368.8038024902,13450.4912109375,3850.7456054688,6182.8872070313,2006.7266845703,710.4896240234
-111.590713501,31.789150238,2417,3131,170,7,2,20.7777786255,52.2666664124,27.5777778625,859404.5,0.5869852304,33798.66796875,1838.7485351563,388.432434082,1301.5008544922,605.3493041992,343.0312805176,12510.55078125,3581.6499023438,5750.8178710938,1866.4937744141,660.8395996094
-111.5920257568,31.7790908813,2418,3131,170,7,2,22.8392848969,53,24.678571701,1208656.25,0.6094444394,49352.79296875,2684.9392089844,567.1888427734,1900.4508056641,883.9306030273,500.8940124512,18267.8984375,5229.9223632813,8397.3408203125,2725.4523925781,964.9575195313
-111.5775604248,31.7766666412,2419,3131,170,7,2,11.9387750626,61.0204086304,27.6734695435,1034103.125,0.5863000751,40621.74609375,2209.9443359375,466.8469238281,1564.2403564453,727.5537109375,412.2804260254,15036.109375,4304.6923828125,6911.7592773438,2243.2905273438,794.2460327148
-111.5812530518,31.767370224,2420,3131,170,10,1,13.3333330154,56.7719306946,30.3508777618,1115768.375,0.9618442655,67611.3125,4185.4624023438,2318.1022949219,3455.6892089844,600.989440918,965.875793457,30264.111328125,7694.8115234375,7727.0063476563,2790.3081054688,397.0823059082
-111.5307846069,31.7822952271,2421,3135,170,7,2,9,57.2592582703,34.3209877014,1463013.25,0.5324594378,52192.6796875,2839.4377441406,599.8262329102,2009.8074951172,934.7943115234,529.7167358398,19319.080078125,5530.8662109375,8880.544921875,2882.2822265625,1020.4837036133
-111.5428161621,31.7931060791,2422,3135,170,10,1,6.6279067993,57.9069786072,35.9302330017,867002.5,0.8854186535,48362.59375,2993.8747558594,1658.1461181641,2471.8657226563,429.8897094727,690.8941650391,21648.017578125,5504.1235351563,5527.1533203125,1995.9165039063,284.0342712402
-111.5422821045,31.7834320068,2423,3135,170,7,2,8.7608699799,57.2173919678,34.6956520081,924250.625,0.5302013159,32832.60546875,1786.1917724609,377.3299255371,1264.3002929688,588.0466918945,333.2264709473,12152.9638671875,3479.2763671875,5586.443359375,1813.1439208984,641.9509277344
-111.5549163818,31.7916717529,2424,3135,170,7,2,16.1081085205,58.8918914795,25.5945949554,799282.3125,0.602699995,32275.740234375,1755.896484375,370.9301147461,1242.8566894531,578.0729370117,327.5746765137,11946.83984375,3420.2648925781,5491.6923828125,1782.3914794922,631.0629272461
-105.9694900513,44.9785766602,2425,3144,170,10,1,5.824324131,64.8783798218,29.7702693939,1270428,0.9700410962,77639.140625,4806.2329101563,2661.9135742188,3968.2229003906,690.1257324219,1109.1304931641,34752.765625,8836.07421875,8873.0439453125,3204.1550292969,455.9759521484
-105.9333877563,44.9828605652,2426,3144,170,10,1,2.4181818962,76.6454544067,21.4727268219,2114273.5,1.0847531557,144488.28125,8944.5126953125,4953.8842773438,7384.9565429688,1284.3402099609,2064.1184082031,64675.7109375,16444.142578125,16512.947265625,5963.0083007813,848.5819702148
-105.9777832031,44.9670333862,2427,3144,170,10,1,3.717171669,72.0909118652,24.7272720337,1837755,1.0400868654,120419.765625,7454.5571289063,4128.677734375,6154.7880859375,1070.3978271484,1720.2823486328,53902.1796875,13704.916015625,13762.2587890625,4969.7045898438,707.2271728516
-105.9561157227,44.9879646301,2428,3144,170,10,1,2.8181817532,74.6623382568,23.1168823242,1465364.375,1.0630327463,98137.0078125,6075.1479492188,3364.6977539063,5015.8920898438,872.3289794922,1401.9572753906,43927.99609375,11168.9267578125,11215.658203125,4050.0986328125,576.360168457
-105.9519348145,44.9632759094,2429,3144,170,10,1,6.896551609,67.3793106079,26.2413787842,1028031.3125,1.019064784,66000.71875,4085.7590332031,2262.8820800781,3373.3703613281,586.6730957031,942.8674316406,29543.181640625,7511.5107421875,7542.939453125,2723.8393554688,387.6232910156
-105.9602737427,44.9693717957,2430,3144,170,10,1,5.4375,65.53125,29.515625,1098272.5,0.9736912251,67370.828125,4170.5756835938,2309.8571777344,3443.3981933594,598.8518676758,962.4404296875,30156.470703125,7667.4423828125,7699.5234375,2780.3835449219,395.6700134277
-105.9202194214,44.9816551208,2431,3144,170,10,1,3.5932202339,72.8813552856,24.0508480072,1036918.875,1.0492311716,68541.9609375,4243.07421875,2350.0100097656,3503.255859375,609.2619018555,979.1708374023,30680.6875,7800.7280273438,7833.3666992188,2828.7158203125,402.548034668
-105.9469299316,44.9781265259,2432,3144,170,10,1,3.4505493641,74.3406600952,22.626373291,1703520.75,1.0672954321,114544.0703125,7090.8237304688,3927.2255859375,5854.4750976563,1018.1695556641,1636.3438720703,51272.11328125,13036.20703125,13090.7509765625,4727.2158203125,672.7191772461
-111.965385437,35.5295524597,2433,3181,170,10,1,6.8541665077,60.4583320618,33.25,888978,0.9235274792,51722.72265625,3201.8830566406,1773.3504638672,2643.6059570313,459.7575683594,738.8960571289,23152.076171875,5886.5390625,5911.1684570313,2134.5883789063,303.768371582
-111.9383468628,35.5370750427,2434,3181,170,10,1,2.4929578304,51.0704231262,46.9154930115,1070804.5,0.7348895669,49576.1484375,3069,1699.75390625,2533.8923339844,440.6769104004,708.2307128906,22191.23046875,5642.23828125,5665.845703125,2045.9997558594,291.161529541
-111.9768753052,35.5255699158,2435,3181,170,10,1,5.6612901688,55.3064498901,39.645160675,1018592.1875,0.8364774585,53677.8515625,3322.9147949219,1840.3836669922,2743.5344238281,477.1364746094,766.8264160156,24027.23046875,6109.05078125,6134.611328125,2215.2763671875,315.2509155273
-111.9928131104,35.5284538269,2436,3181,170,10,1,9.948718071,62.6410255432,27.9743595123,1497267.75,0.9959312677,93944.078125,5815.5859375,3220.9396972656,4801.5859375,835.0584106445,1342.0582275391,42051.16015625,10691.73046875,10736.4658203125,3877.056640625,551.7349853516
-111.9652481079,35.5406341553,2437,3181,170,10,1,6.1914892197,53.7659568787,40.5531921387,809831.9375,0.8226162195,41969.39453125,2598.10546875,1438.9508056641,2145.1025390625,373.0612792969,599.5628051758,18786.302734375,4776.5170898438,4796.5024414063,1732.0701904297,246.4869232178
-111.9803466797,35.5372467041,2438,3181,170,10,1,8.6376810074,58.3913040161,33.3913040161,1255235.625,0.9196376204,72724.796875,4502.01171875,2493.4216308594,3717.0451660156,646.4426269531,1038.9256591797,32553.005859375,8276.775390625,8311.4052734375,3001.3408203125,427.1138916016
-111.9682693481,35.5491065979,2439,3181,170,10,1,7.117647171,56.8627433777,36.6666679382,847215.0625,0.8778108954,46852.76171875,2900.4089355469,1606.3804931641,2394.6967773438,416.4689941406,669.3251953125,20972.189453125,5332.2905273438,5354.6015625,1933.6058349609,275.1669921875
-111.9801330566,35.5497093201,2440,3181,170,10,1,8.8679246902,58.3773574829,33.3018875122,946043.5,0.9226052165,54987.953125,3404.0163574219,1885.3013916016,2810.4953613281,488.7817993164,785.542175293,24613.65625,6258.1528320313,6284.3374023438,2269.3439941406,322.9451293945
-111.9528503418,35.5355606079,2441,3181,170,10,1,3.5104167461,53.9375,43.0520820618,1531881.625,0.7881854177,76066.625,4708.88671875,2607.9987792969,3887.8500976563,676.1477661133,1086.666015625,34048.87109375,8657.1064453125,8693.328125,3139.2575683594,446.7405090332
-116.6378936768,32.6022911072,2442,3208,170,10,1,5.6714286804,66.1428604126,28.7000007629,1415891.875,0.9852921367,87889.234375,5440.7622070313,3013.3449707031,4492.1166992188,781.2375488281,1255.5604248047,39340.89453125,10002.6318359375,10044.4833984375,3627.1745605469,516.1748657227
-116.6231689453,32.5923423767,2443,3208,170,10,1,4.4038462639,59.4615402222,36.75,978613.3125,0.8762331009,54022.0859375,3344.2243652344,1852.1857910156,2761.1286621094,480.1962890625,771.7440185547,24181.314453125,6148.2275390625,6173.9521484375,2229.4826660156,317.2725524902
-116.6247024536,32.6031188965,2444,3208,170,10,1,4.4615383148,67.8269195557,28.4230766296,1075997.25,0.9917976856,67231.8046875,4161.9697265625,2305.0908203125,3436.2924804688,597.6160888672,960.4543457031,30094.240234375,7651.6206054688,7683.634765625,2774.6459960938,394.8534851074
-116.6373443604,32.5905570984,2445,3208,170,10,1,6.0967741013,66.25806427,28.1935482025,1229338.5,0.9927084446,76883.609375,4759.4614257813,2636.0095214844,3929.6064453125,683.4097900391,1098.3372802734,34414.56640625,8750.0869140625,8786.6982421875,3172.9743652344,451.5386657715
-106.6101837158,40.9582977295,2446,3337,170,10,1,19.3294124603,51.5294113159,29.7058830261,1588693.25,0.9721831083,97303.546875,6023.5532226563,3336.1218261719,4973.2924804688,864.9204101563,1390.0506591797,43554.92578125,11074.0712890625,11120.4052734375,4015.7016601563,571.4652709961
-106.6163024902,40.9695396423,2447,3337,170,10,1,20.71875,49.59375,30.2083339691,1651973.25,0.9646875262,100399.1953125,6215.1884765625,3442.2580566406,5131.5146484375,892.4372558594,1434.2741699219,44940.59375,11426.3837890625,11474.193359375,4143.458984375,589.6460571289
-106.6307754517,40.9539833069,2448,3337,170,10,1,25.7586212158,45.2068977356,29.5862064362,1661493.875,0.9736469984,101915.6328125,6309.0634765625,3494.2507324219,5209.021484375,905.9167480469,1455.9376220703,45619.37890625,11598.9697265625,11647.5009765625,4206.0419921875,598.5521850586
-106.6365432739,40.9654350281,2449,3337,170,10,1,20.0674152374,43.4157295227,37.0674171448,1416811,0.8709887862,77743.671875,4812.7036132813,2665.4975585938,3973.5654296875,691.0548706055,1110.6239013672,34799.546875,8847.9697265625,8884.9912109375,3208.46875,456.5897827148
-107.4822158813,33.8732337952,2450,3105,170,10,1,19.9107151031,49.1607131958,31.5178565979,1141620,0.9476600289,68157.6640625,4219.2841796875,2336.8342285156,3483.6140136719,605.8458862305,973.680847168,30508.66796875,7756.9912109375,7789.4467773438,2812.8557128906,400.2910461426
-107.4955825806,33.8714599609,2451,3105,170,10,1,30.6888885498,51.6666679382,18.177778244,1132866.5,1.1299182177,80642.9375,4992.181640625,2764.900390625,4121.7495117188,716.8260498047,1152.0417480469,36097.3125,9177.93359375,9216.333984375,3328.1208496094,473.6172180176
-108.1875152588,29.6472740173,2452,3114,170,9,1,22.2857151031,54.3809509277,23.928571701,1068437.5,0.3140573502,21139.689453125,1308.6474609375,724.7893676758,1080.4731445313,187.9083557129,301.9956054688,9462.5283203125,2405.8981933594,2415.96484375,872.4317016602,124.1537399292
-108.1970901489,29.6530151367,2453,3114,170,8,2,25.8245620728,58.0526313782,16.7368412018,1353999.125,0.3435945511,31170.19140625,1695.7514648438,358.2245483398,1200.2850341797,558.2720336914,316.3541870117,11537.6220703125,3303.1098632813,5303.5844726563,1721.3389892578,609.4470214844
-108.1838684082,29.6577911377,2454,3114,170,8,2,32.4861106873,54.555557251,13.6666669846,1870863,0.3565574884,44693.703125,2431.4709472656,513.6440429688,1721.0411376953,800.4843139648,453.6077575684,16543.33984375,4736.1987304688,7604.6005859375,2468.1596679688,873.8619384766
-120.0033493042,34.5169639587,2455,3140,170,6,2,7.7600002289,72.4000015259,20.4599990845,1020784.75,0.9741043448,66621.5078125,3624.4089355469,765.6501464844,2565.4250488281,1193.2210693359,676.1585693359,24659.90234375,7059.8911132813,11335.599609375,3679.0979003906,1302.599609375
-120.0190048218,34.5181846619,2456,3140,170,6,2,6.6888890266,75.0444412231,18.6888885498,999901.25,0.9932234287,66539.3984375,3619.9416503906,764.7064819336,2562.2634277344,1191.7503662109,675.3252563477,24629.5078125,7051.1899414063,11321.62890625,3674.5639648438,1300.9942626953
-120.0109329224,34.5227355957,2457,3140,170,6,2,8.8108110428,73,18.6486492157,947035.0625,0.9941650033,63081.109375,3431.80078125,724.9619750977,2429.0935058594,1129.8110351563,640.2262573242,23349.423828125,6684.71484375,10733.203125,3483.5837402344,1233.3768310547
-105.2590408325,44.0331497192,2458,3146,170,10,1,2.260869503,76.5,21.8260860443,897829.0625,1.0805991888,61122.18359375,3783.7541503906,2095.6176757813,3124.0224609375,543.3082885742,873.1740112305,27359.453125,6956.2866210938,6985.3920898438,2522.5026855469,358.9715270996
-105.2676544189,44.0286483765,2459,3146,170,10,1,2.260869503,77.1739120483,20.9347820282,908125.6875,1.0898452997,62352.14453125,3859.89453125,2137.7878417969,3186.8872070313,554.2412719727,890.7448730469,27910.0078125,7096.2670898438,7125.958984375,2573.2629394531,366.195098877
-96.978263855,36.8540992737,2460,3149,170,10,1,4.1714286804,76.1999969482,20.3999996185,866603.75,1.1026960611,60202.83203125,3726.8422851563,2064.0971679688,3077.0336914063,535.1362915039,860.0405273438,26947.935546875,6851.6557617188,6880.32421875,2484.5615234375,353.5722045898
-96.9674377441,36.8530006409,2461,3149,170,10,1,4.9250001907,70.5250015259,25.1499996185,814897,1.0351741314,53144.30078125,3289.8852539063,1822.0903320313,2716.2639160156,472.393737793,759.2041625977,23788.400390625,6048.3276367188,6073.6333007813,2193.2565917969,312.1173095703
-107.4138793945,33.8986244202,2462,3155,170,10,1,6.4878048897,62.2682914734,31.7560977936,801749.875,0.9433336854,47648.015625,2949.6389160156,1633.6461181641,2435.3427734375,423.537902832,680.6858520508,21328.16015625,5422.7973632813,5445.4868164063,1966.4259033203,279.8375549316
-107.4162902832,33.908000946,2463,3155,170,10,1,3.6111111641,56.7777786255,40.203704834,859034.9375,0.8285355568,44839.6796875,2775.7897949219,1537.3605957031,2291.8059082031,398.5749511719,640.5668945313,20071.095703125,5103.1831054688,5124.53515625,1850.5264892578,263.3441772461
-107.4293899536,33.9068946838,2464,3155,170,10,1,6.1020407677,62.8571434021,31.6734695435,930905.625,0.9461201429,55487.16015625,3434.9194335938,1902.4169921875,2836.0104980469,493.2191772461,792.6737060547,24837.109375,6314.9672851563,6341.3896484375,2289.9462890625,325.8769836426
-106.5980606079,45.2566566467,2465,3174,170,10,1,4.5199999809,73,23,964787.375,1.0635744333,64645.76171875,4001.8806152344,2216.4262695313,3304.1166992188,574.6290283203,923.5108642578,28936.673828125,7357.3037109375,7388.0869140625,2667.919921875,379.6655883789
-106.6101379395,45.2539405823,2466,3174,170,10,1,3.6800000668,74.8000030518,21.9799995422,977601.375,1.0767457485,66315.5703125,4105.2495117188,2273.6767578125,3389.4626464844,589.4717407227,947.365234375,29684.11328125,7547.3442382813,7578.921875,2736.8330078125,389.4724121094
-111.5971679688,42.6793174744,2467,3175,170,10,1,6.2631578445,65.5263137817,28.6842098236,978225.875,0.9849515557,60700.82421875,3757.669921875,2081.1711425781,3102.486328125,539.5628662109,867.1545410156,27170.84375,6908.3315429688,6937.236328125,2505.11328125,356.4969177246
-111.5785598755,42.6751670837,2468,3175,170,10,1,5.2941174507,61.8235282898,33.4117660522,774126.5,0.9208542109,44910.03125,2780.1450195313,1539.7724609375,2295.4016113281,399.2002868652,641.5718994141,20102.5859375,5111.189453125,5132.5751953125,1853.4299316406,263.7573547363
-111.5854110718,42.6807289124,2469,3175,170,10,1,3.6226415634,52.7169799805,44.2452812195,712077.5,0.7729796767,34676.55078125,2146.6435546875,1188.9104003906,1772.3570556641,308.2359924316,495.3792724609,15521.884765625,3946.521484375,3963.0341796875,1431.0955810547,203.6559448242
-95.4714736938,37.9688110352,2470,3176,170,12,9,6.2528734207,70.4712677002,23.7586212158,1796052.25,0.6782106757,110847.265625,2959.9875488281,1437.3599853516,3642.1242675781,2582.3757324219,487.2407531738,62610.4375,7832.39453125,8551.0751953125,3240.1506347656,621.2319335938
-95.4900970459,37.9673118591,2471,3176,170,12,9,7.6285715103,73.5857162476,19.3571434021,1458444.75,0.7179018259,95278.828125,2544.2590332031,1235.4837646484,3130.5905761719,2219.6828613281,418.8081054688,53816.83984375,6732.3388671875,7350.0815429688,2785.0737304688,533.9802246094
-122.0672607422,40.078086853,2472,3179,170,10,1,2.0930233002,86.4186019897,11.8837213516,959737.25,1.2143796682,73425.5859375,4545.3930664063,2517.4484863281,3752.8630371094,652.671875,1048.9368896484,32866.69140625,8356.5302734375,8391.4951171875,3030.2619628906,431.2295837402
-122.0559387207,40.0770149231,2473,3179,170,10,1,2.7954545021,78.8636398315,18.7727279663,884711.375,1.1203627586,62445.453125,3865.6708984375,2140.9870605469,3191.6567382813,555.0706787109,892.0778808594,27951.775390625,7106.8876953125,7136.623046875,2577.1140136719,366.7431640625
-115.1533355713,32.6058540344,2474,3201,170,12,9,0.9850746393,50.1492538452,49.4925384521,1002744.4375,0.2094666809,19113.78125,510.400970459,247.8490142822,628.024230957,445.2880249023,84.0166168213,10796.1357421875,1350.5671386719,1474.4915771484,558.7105102539,107.1211853027
-115.1651687622,32.6140480042,2475,3201,170,12,9,1.3582090139,54.5970153809,44.6417922974,1098988,0.2292149812,22923.310546875,612.1279907227,297.2473144531,753.194519043,534.0375366211,100.7618103027,12947.8916015625,1619.7459716797,1768.3696289063,670.0660400391,128.4712982178
-115.151802063,32.5078582764,2476,3204,170,12,9,1.8482142687,76.0803604126,22.6517848969,2535059,0.3192265928,73642.5078125,1966.4976806641,954.9246826172,2419.6821289063,1715.6274414063,323.7033081055,41595.875,5203.5302734375,5680.9931640625,2152.626953125,412.7217102051
-115.1329803467,32.5034141541,2477,3204,170,12,9,1.9145299196,70,28.6068382263,2357271.5,0.2945907116,63193.15625,1687.4655761719,819.4276733398,2076.3466796875,1472.1922607422,277.7721252441,35693.71875,4465.1865234375,4874.900390625,1847.1845703125,354.1594543457
-108.620765686,27.3671379089,2478,3213,170,9,1,26.7142848969,63.5714302063,10.3999996185,961687.125,0.3698464036,22407.619140625,1387.1385498047,768.2612915039,1145.2783203125,199.1788635254,320.1088562012,10030.078125,2550.2006835938,2560.8708496094,924.7589111328,131.6003112793
-108.6218338013,27.3759613037,2479,3213,170,9,1,26.0645160675,64.6128997803,9.9032258987,966984.375,0.3714509904,22628.80078125,1400.8304443359,775.8446044922,1156.5831298828,201.1448974609,323.2685546875,10129.08203125,2575.373046875,2586.1484375,933.8869628906,132.8992919922
-107.3332748413,27.0407371521,2480,3218,170,9,1,28.7272720337,60.0227279663,11.8181819916,1194035.125,0.3635555208,27348.1796875,1692.9825439453,937.6518554688,1397.7957763672,243.0949249268,390.6882629395,12241.56640625,3112.4831542969,3125.5061035156,1128.6549072266,160.6162872314
-107.3231735229,27.0416069031,2481,3218,170,9,1,23.0204086304,60.9183654785,16.7346935272,1130210.25,0.3438467979,24483.0078125,1515.6147460938,839.4174194336,1251.3537597656,217.626739502,349.7572631836,10959.060546875,2786.3994140625,2798.0581054688,1010.4097900391,143.7891082764
-110.0808563232,30.2219524384,2483,3231,170,9,1,18.6499996185,63.2750015259,18.6000003815,880625.8125,0.3355975747,18618.76171875,1152.5899658203,638.3575439453,951.6256103516,165.5000915527,265.9822692871,8334.1123046875,2118.9921875,2127.8581542969,768.3932495117,109.3482818604
-108.3332214355,33.116268158,2484,3285,170,9,1,24.071428299,55.7619056702,20.7857151031,937578.5,2.2610394955,133553.828125,8267.6181640625,4578.98828125,6826.0844726563,1187.1451416016,1907.9117431641,59781.234375,15199.6982421875,15263.2939453125,5511.7451171875,784.3638305664
-108.3212814331,33.1174278259,2485,3285,170,9,1,22,55.4130439758,23.2826080322,969455.8125,2.1924922466,133908.03125,8289.544921875,4591.1328125,6844.1884765625,1190.2935791016,1912.9719238281,59939.7890625,15240.0087890625,15303.775390625,5526.3627929688,786.4439697266
-108.322517395,33.1268501282,2486,3285,170,9,1,24.0499992371,55.3499984741,21.0499992371,896343.125,2.2487668991,126987,7861.1005859375,4353.8403320313,6490.4467773438,1128.7733154297,1814.1000976563,56841.8046875,14452.3310546875,14512.80078125,5240.7333984375,745.7967529297
-98.2417907715,36.498085022,2487,3333,170,12,9,2.710526228,72.4736862183,25.5,841188.75,0.6645984054,50873.796875,1358.4981689453,659.6821899414,1671.5675048828,1185.1916503906,223.6210784912,28735.310546875,3594.7087402344,3924.5500488281,1487.0802001953,285.1168823242
-98.2558364868,36.5053672791,2488,3333,170,12,9,3.0465116501,69.9767456055,27.4883728027,842786,0.645496428,49505.3984375,1321.9573974609,641.9380493164,1626.6059570313,1153.3125,217.6061401367,27962.388671875,3498.0187988281,3818.9877929688,1447.0809326172,277.4478149414
-98.2442245483,36.5069084167,2489,3333,170,12,9,3.1818182468,70.6363601685,26.7727279663,870437.875,0.65252316,51686.26171875,1380.1934814453,670.2173461914,1698.2626953125,1204.1193847656,227.1923522949,29194.21875,3652.1169433594,3987.2258300781,1510.8291015625,289.6702575684
-116.5770263672,32.5969619751,2490,3345,170,10,1,5.4883723259,63.4186058044,31.4883728027,797152.25,0.9454036951,47478.73046875,2939.1596679688,1627.8422851563,2426.6906738281,422.0331726074,678.267578125,21252.38671875,5403.5322265625,5426.140625,1959.4395751953,278.8433837891
-116.5654602051,32.5979576111,2491,3345,170,7,2,6.5333333015,65.4000015259,28.6222229004,870863.75,0.5780563354,33728.35546875,1834.9232177734,387.6243896484,1298.7934570313,604.0900268555,342.3176574707,12484.525390625,3574.1989746094,5738.8544921875,1862.6107177734,659.4649047852
-116.5633010864,32.5889968872,2492,3345,170,10,1,4.764705658,64.5588226318,31.3235301971,773231.625,0.9511187673,46332.41015625,2868.1970214844,1588.5399169922,2368.1010742188,411.8436584473,661.8915405273,20739.26953125,5273.0698242188,5295.1323242188,1912.1312255859,272.1109924316
-116.587928772,32.5855369568,2493,3346,170,10,1,3.3076922894,57.8974342346,39.3076934814,689164,0.8397343755,36459.02734375,2256.9875488281,1250.0238037109,1863.4613037109,324.0802612305,520.8432006836,16319.755859375,4149.3842773438,4166.7456054688,1504.658203125,214.1244506836
-116.5988769531,32.5845603943,2494,3346,170,10,1,3.6749999523,62.3499984741,34.5999984741,742626,0.905862987,42381.19921875,2623.5979003906,1453.0695800781,2166.1499023438,376.7217407227,605.4456176758,18970.6328125,4823.3837890625,4843.5649414063,1749.0651855469,248.9054412842
-107.9134521484,39.4893989563,2495,3321,170,10,1,7.5285716057,66.8714294434,26.1285705566,1374555.75,1.0207680464,88395.4609375,5472.1000976563,3030.7016601563,4517.9907226563,785.737487793,1262.7922363281,39567.4921875,10060.24609375,10102.337890625,3648.06640625,519.1479492188
-118.2548522949,34.0957489014,2496,3311,170,10,1,12.967464447,53.120300293,33.9122390747,1325911.625,0.9067242146,75740.8828125,4688.7211914063,2596.8303222656,3871.2004394531,673.2522583008,1082.0124511719,33903.05859375,8620.033203125,8656.099609375,3125.8137207031,444.8273925781
-110.0373001099,50.6814994812,2497,3102,170,10,1,1.129629612,48.444442749,50.8333320618,493416.53125,0.6801562905,21142.822265625,1308.8414306641,724.8967895508,1080.6331787109,187.9361877441,302.0403137207,9463.9306640625,2406.2543945313,2416.3225097656,872.5608520508,124.1721420288
-111.5364990234,31.7474994659,2498,3130,170,10,1,4.4000000954,46.9666671753,49.2999992371,506611.53125,0.7047506571,22493.19140625,1392.4357910156,771.1952514648,1149.6520996094,199.9394989014,321.3312988281,10068.3818359375,2559.9396972656,2570.650390625,928.2904663086,132.1028747559
-115.0915985107,32.5037994385,2499,3138,170,12,9,1.9333332777,76.4666671753,22,779526.75,0.3211577833,22781.94921875,608.3531494141,295.4142456055,748.5497436523,530.7442626953,100.1404342651,12868.0458984375,1609.7574462891,1757.4645996094,665.9339599609,127.6790466309
-115.3397979736,32.5871009827,2500,3139,170,10,1,0.6666666865,23.5,76.4000015259,235860.9375,0.0989963412,1471.0102539063,91.0625457764,50.4346389771,75.1849746704,13.0756473541,21.0144329071,658.4522705078,167.4149780273,168.1154632568,60.7083625793,8.6392669678
-96.6519012451,37.701499939,2501,3148,170,10,1,7.6904764175,79,13.976190567,860700,1.1893932819,64493.78125,3992.4719238281,2211.2155761719,3296.3486328125,573.2780761719,921.3396606445,28868.64453125,7340.0063476563,7370.7172851563,2661.6479492188,378.7730102539
-96.0238037109,31.7630996704,2502,3165,170,10,1,0.972222209,44.3333320618,55.1666679382,447991.3125,0.6215922236,17543.478515625,1086.0249023438,601.4906616211,896.6666870117,155.9420318604,250.6211090088,7852.794921875,1996.6149902344,2004.9688720703,724.0165405273,103.0331268311
